,Topic,Count,Name,Representation,Representative_Docs
146,145,20,145_leabs_abssubleiff_absle_lemabs,"['leabs', 'abssubleiff', 'absle', 'lemabs', 'invleabs', 'borle', 'borassoc', 'abszero', 'rightlebor', 'absofpos']","['lemma right_le_bor : ∀ x y : bool, y ≤ x || y', 'lemma abs_eq_max_neg : abs a = max a (-a)', 'lemma round_le (x : α) (z : ℤ) : |x - round x| ≤ |x - z|']"
147,146,20,146_memsunion_exists_mempreimage_setu,"['memsunion', 'exists', 'mempreimage', 'setu', 'memimage2', 'setcoeexists', 'pairsep', 'mempairsep', 'memcore', 'existspropoftrue']","['theorem «exists» {q : p → Prop} :\n  (∃ x, q x) ↔ (∃ x ∈ p, q ⟨x, ‹_›⟩)', 'theorem set_coe.exists {s : set α} {p : s → Prop} :\n  (∃ x : s, p x) ↔ (∃ x (h : x ∈ s), p ⟨x, h⟩)', 'theorem «exists» {q : {a // p a} → Prop} :\n  (∃ x, q x) ↔ (∃ a b, q ⟨a, b⟩)']"
148,147,20,147_monotone_antitone_hf_monotonefactorial,"['monotone', 'antitone', 'hf', 'monotonefactorial', 'antitonemulconstofnonpos', 'nthlemono', 'antitoneico', 'antitoneicc', 'antitoneforall', 'antitonecompofdualiff']","['lemma antitone.mul_const_of_nonpos (hf : antitone f) (ha : a ≤ 0) : monotone (λ x, f x * a)', 'lemma antitone_comp_of_dual_iff : antitone (f ∘ of_dual) ↔ monotone f', 'lemma monotone.comp_antitone (hg : monotone g) (hf : antitone f) :\n  antitone (g ∘ f)']"
149,148,19,148_unbounded_isunit_associated_counitiso,"['unbounded', 'isunit', 'associated', 'counitiso', 'unitiso', 'functor', 'linearorder', 'inverse', 'monoidhomclass', 'dvdnotunitofdvdofnotdvd']","['theorem unbounded_lt_inter_le [linear_order α] (a : α) :\n  unbounded (<) (s ∩ {b | a ≤ b}) ↔ unbounded (<) s', 'theorem unbounded_inter_ge [linear_order α] (a : α) :\n  unbounded (>) (s ∩ {b | b ≤ a}) ↔ unbounded (>) s', 'theorem unbounded_ge_inter_gt [linear_order α] (a : α) :\n  unbounded (≥) (s ∩ {b | b < a}) ↔ unbounded (≥) s']"
150,149,19,149_sup_completelattice_subsemigroup_hbdd,"['sup', 'completelattice', 'subsemigroup', 'hbdd', 'directedon', 'gi', 'lcsup', 'islubsupeq', 'lesupofle', 'isgreatestcsupeq']","['lemma is_greatest.cSup_eq (H : is_greatest s a) : Sup s = a', ""lemma exists_lt_of_lt_cSup' {s : set α} {a : α} (h : a < Sup s) : ∃ b ∈ s, a < b"", 'lemma is_lub.Sup_eq (h : is_lub s a) : Sup s = a']"
151,150,19,150_cast_listoffn_natadd_hu,"['cast', 'listoffn', 'natadd', 'hu', 'addltaddleft', 'fin', 'hv', 'addcomm', 'transeq', 'iprop']","['lemma cast_inj {α β : Type*} (h : α = β) {x y : α} : cast h x = cast h y ↔ x = y', 'lemma cast_add_nat {n : ℕ} (m : ℕ) (i : fin n) :\n  cast (add_comm _ _) (add_nat m i) = nat_add m i', 'lemma cast_nat_add (n : ℕ) {m : ℕ} (i : fin m) :\n  cast (add_comm _ _) (nat_add n i) = add_nat n i']"
152,151,19,151_nmrange_snd_sprod_submonoid,"['nmrange', 'snd', 'sprod', 'submonoid', 'coesnd', 'subsemigroup', 'localequiv', 'umap', 'memprod', 'fprod']","['lemma coe_snd : ⇑(snd R S) = prod.snd', 'lemma le_prod_iff {s : subsemigroup M} {t : subsemigroup N} {u : subsemigroup (M × N)} :\n  u ≤ s.prod t ↔ u.map (fst M N) ≤ s ∧ u.map (snd M N) ≤ t', 'lemma coe_snd : ⇑(snd M N) = prod.snd']"
153,152,19,152_coessubsetcoe_hss_ssubsetcons_notssubsetempty,"['coessubsetcoe', 'hss', 'ssubsetcons', 'notssubsetempty', 'supsassoc', 'ssubsettrans', 'ssubsetofsubsetofssubset', 'ssubsetirrfl', 'ssubsetiffsubsetne', 'ssubsetiffinsert']","['lemma not_ssubset_empty (s : finset α) : ¬s ⊂ ∅', 'lemma ssubset_of_subset_of_ssubset {s₁ s₂ s₃ : finset α} (hs₁s₂ : s₁ ⊆ s₂) (hs₂s₃ : s₂ ⊂ s₃) :\n  s₁ ⊂ s₃', 'lemma coe_ssubset {s₁ s₂ : finset α} : (s₁ : set α) ⊂ s₂ ↔ s₁ ⊂ s₂']"
154,153,19,153_iswellorder_ispreorder_collapsef_nominorder,"['iswellorder', 'ispreorder', 'collapsef', 'nominorder', 'ischain', 'denselyordered', 'haslt', 'isantisymm', 'isdirected', 'ismin']","['theorem collapse_apply [is_well_order β s] (f : r ↪r s)\n  (a) : collapse f a = (collapse_F f a).1', 'theorem directed_on_iff_directed {s} : @directed_on α r s ↔ directed r (coe : s → α)', ""lemma is_chain.directed {f : β → α} {c : set β} (h : is_chain (f ⁻¹'o r) c) :\n  directed r (λ x : {a : β // a ∈ c}, f x)""]"
155,154,19,154_leofaddleaddleft_modeqaddfacself_leflooradd_subaddcancel,"['leofaddleaddleft', 'modeqaddfacself', 'leflooradd', 'subaddcancel', 'leaddofnonnegright', 'intadd', 'addleadd', 'negadd', 'flooraddint', 'ceiladdint']","['lemma add_pos {a b : ℤ} (ha : 0 < a) (hb : 0 < b) : 0 < a + b', 'lemma add_pos_of_nonneg_of_pos {a b : ℤ} (ha : 0 ≤ a) (hb : 0 < b) : 0 < a + b', 'theorem modeq_add_fac_self {a t n : ℤ} : a + n * t ≡ a [ZMOD n]']"
156,155,19,155_b2_b1_sign_a2,"['b2', 'b1', 'sign', 'a2', 'a1', 'iffiffnotorandornot', 'foldopreliffor', 'decidableimpiffornot', 'existsbool', 'eqoreqnegofsqeqsq']","['theorem decidable.imp_iff_right_iff [decidable a] : ((a → b) ↔ b) ↔ (a ∨ b)', ""lemma pred_mono_2' {c : Prop → Prop → Prop} {a1 a2 b1 b2 : Prop} :\n  (a1 ↔ a2) → (b1 ↔ b2) → (c a1 b1 ↔ c a2 b2)"", 'lemma sign_apply_eq (r : ℝ) : sign r = -1 ∨ sign r = 0 ∨ sign r = 1']"
157,156,19,156_lowerclosure_islowerset_isleast_ispredlimit,"['lowerclosure', 'islowerset', 'isleast', 'ispredlimit', 'issucclimit', 'isgreatest', 'image3', 'hl', 'hs', 'islub']","[""lemma image3_congr' (h : ∀ a b c, g a b c = g' a b c) : image3 g s t u = image3 g' s t u"", 'lemma is_pred_limit_rec_on_limit (hs : Π a, ¬ is_min a → C (pred a))\n  (hl : Π a, is_pred_limit a → C a) (hb : is_pred_limit b) :\n  @is_pred_limit_rec_on α _ _ C b hs hl = hl b hb', ""lemma is_succ_limit_rec_on_succ' (hs : Π a, ¬ is_max a → C (succ a))\n  (hl : Π a, is_succ_limit a → C a) {b : α} (hb : ¬ is_max b) :\n  @is_succ_limit_rec_on α _ _ C (succ b) hs hl = hs b hb""]"
158,157,18,157_chain_chainiffmem_chainmap_chainrangesucc,"['chain', 'chainiffmem', 'chainmap', 'chainrangesucc', 'consnenil', 'lhead', 'msucc', 'carries', 'chainsuccrange', 'ltofltpred']","['theorem chain_append_cons_cons {a b c : α} {l₁ l₂ : list α} :\n  chain R a (l₁ ++ b :: c :: l₂) ↔ chain R a (l₁ ++ [b]) ∧ R b c ∧ chain R c l₂', 'theorem chain.iff_mem {a : α} {l : list α} :\n  chain R a l ↔ chain (λ x y, x ∈ a :: l ∧ y ∈ l ∧ R x y) a l', ""theorem chain'.iff_mem : ∀ {l : list α}, chain' R l ↔ chain' (λ x y, x ∈ l ∧ y ∈ l ∧ R x y) l""]"
159,158,18,158_next_lerecon_splitonpaux_strongrecon,"['next', 'lerecon', 'splitonpaux', 'strongrecon', 'xssplitonp', 'quotientlifton', 'm1', 'xs', 'fixedpoints', 'invfunon']","['lemma pairwise_on_bool (hr : symmetric r) {a b : α} : pairwise (r on (λ c, cond c a b)) ↔ r a b', 'theorem le_rec_on_succ_left {C : ℕ → Sort u} {n m} (h1 : n ≤ m) (h2 : n+1 ≤ m)\n  {next : Π{{k}}, C k → C (k+1)} (x : C n) :\n  (le_rec_on h2 next (next x) : C m) = (le_rec_on h1 next x : C m)', 'theorem le_rec_on_succ {C : ℕ → Sort u} {n m} (h1 : n ≤ m) {h2 : n ≤ m+1} {next} (x : C n) :\n  (le_rec_on h2 @next x : C (m+1)) = next (le_rec_on h1 @next x : C m)']"
160,159,18,159_completelattice_hi_gi_usuprl,"['completelattice', 'hi', 'gi', 'usuprl', 'mapcsuprset', 'suprnatgtzeroeq', 'suprunpair', 'suprpliftdown', 'suprsupreqright', 'suprtrue']","['lemma u_supr_l [complete_lattice α] [complete_lattice β] (gi : galois_coinsertion l u)\n  {ι : Sort x} (f : ι → α) :\n  u (⨆ i, l (f i)) = ⨆ i, (f i)', 'lemma supr_true {s : true → α} : supr s = s trivial', 'lemma l_bsupr_u [complete_lattice α] [complete_lattice β] (gi : galois_insertion l u)\n  {ι : Sort x} {p : ι → Prop} (f : Π i (hi : p i), β) :\n  l (⨆ i hi, u (f i hi)) = ⨆ i hi, f i hi']"
161,160,18,160_meminterofmem_hi_intervsubsubset_infieqdif,"['meminterofmem', 'hi', 'intervsubsubset', 'infieqdif', 'interunionofantitone', 'intersmulsubset', 'intermulsubset', 'unionintersubset', 'intereqemptyiff', 'injonimagebintereq']","['lemma Inter_vsub_subset (s : ι → set β) (t : set β) : (⋂ i, s i) -ᵥ t ⊆ ⋂ i, s i -ᵥ t', ""lemma image_sInter_subset (S : set (set α)) (f : α → β) :\n  f '' (⋂₀ S) ⊆ ⋂ s ∈ S, f '' s"", ""lemma inj_on.image_bInter_eq {p : ι → Prop} {s : Π i (hi : p i), set α} (hp : ∃ i, p i) {f : α → β}\n  (h : inj_on f (⋃ i hi, s i hi)) :\n  f '' (⋂ i hi, s i hi) = ⋂ i hi, f '' (s i hi)""]"
162,161,18,161_complsubsetcompl_complleiffcomplle_memcompliff_lecompliffdisjointleft,"['complsubsetcompl', 'complleiffcomplle', 'memcompliff', 'lecompliffdisjointleft', 'eqcomplcomm', 'diffcompl', 'complunionself', 'complsunion', 'complsubsetcomm', 'complsdiffcompl']","['theorem compl_eq_univ_diff (s : set α) : sᶜ = univ \\ s', 'lemma coe_compl (a : regular α) : (↑(aᶜ) : α) = aᶜ', ""theorem compl_sUnion (S : set (set α)) :\n  (⋃₀ S)ᶜ = ⋂₀ (compl '' S)""]"
163,162,18,162_isucc_fin_finsucc_icastsucc,"['isucc', 'fin', 'finsucc', 'icastsucc', 'induction', 'h0', 'offn', 'offnsucc', 'inductionsucc', 'oneltsuccsucc']","['lemma forall_fin_one {p : fin 1 → Prop} : (∀ i, p i) ↔ p 0', 'lemma induction_succ {C : fin (n + 1) → Sort*} (h0 : C 0)\n  (hs : ∀ i : fin n, C i.cast_succ → C i.succ) (i : fin n) :\n  (induction h0 hs : _) i.succ = hs i (induction h0 hs i.cast_succ)', 'lemma cast_succ_one {n : ℕ} : fin.cast_succ (1 : fin (n + 2)) = 1']"
164,163,18,163_posnum_pos_numpos_abs,"['posnum', 'pos', 'numpos', 'abs', 'causeq', 'limzero', 'addmonoidwithone', 'trichotomy', 'addtonat', 'atoznum']","['theorem pos_add_lim_zero {f g : cau_seq α abs} : pos f → lim_zero g → pos (f + g)', 'theorem mul_pos {f g : cau_seq α abs} : pos f → pos g → pos (f * g)', 'theorem add_pos {f g : cau_seq α abs} : pos f → pos g → pos (f + g)']"
165,164,17,164_tolex_oflex_inl_hasle,"['tolex', 'oflex', 'inl', 'hasle', 'lex', 'sumlexassoc', 'haspow', 'inr', 'powtolex', 'tolexinj']","['lemma sum_lex_assoc_apply_inl_inr :\n  sum_lex_assoc α β γ (to_lex $ inl $ to_lex $ inr b) = to_lex (inr $ to_lex $ inl b)', 'lemma inl_le_inr [has_le α] [has_le β] (a : α) (b : β) : to_lex (inl a) ≤ to_lex (inr b)', 'lemma not_inr_le_inl [has_le α] [has_le β] {a : α} {b : β} :\n  ¬ to_lex (inr b) ≤ to_lex (inl a)']"
166,165,17,165_ofboolalg_lattice_ismodularlattice_hsup,"['ofboolalg', 'lattice', 'ismodularlattice', 'hsup', 'semilatticesup', 'disjoint', 'symmdiffle', 'disjointsdiffunique', 'disjointdisjointsuprightofdisjointsupleft', 'disjointdisjointsupleftofdisjointsupright']","['theorem disjoint.sdiff_unique (hd : disjoint x z) (hz : z ≤ y) (hs : y ≤ x ⊔ z) :\n  y \\ x = z', 'theorem disjoint.disjoint_sup_right_of_disjoint_sup_left\n  [lattice α] [order_bot α] [is_modular_lattice α] {a b c : α}\n  (h : disjoint a b) (hsup : disjoint (a ⊔ b) c) :\n  disjoint a (b ⊔ c)', 'theorem disjoint.disjoint_sup_left_of_disjoint_sup_right\n  [lattice α] [order_bot α] [is_modular_lattice α] {a b c : α}\n  (h : disjoint b c) (hsup : disjoint a (b ⊔ c)) :\n  disjoint (a ⊔ b) c']"
167,166,17,166_optionsubtype_subtypeequivcodomain_xsymm_fsubtypeequiv,"['optionsubtype', 'subtypeequivcodomain', 'xsymm', 'fsubtypeequiv', 'fsymm', 'xfst', 'xsnd', 'subtype', 'equivrefl', 'decidableeq']","['lemma coe_option_subtype_apply_apply [decidable_eq β] (x : β)\n  (e : {e : option α ≃ β // e none = x}) (a : α) :\n  ↑(option_subtype x e a) = (e : option α ≃ β) a', 'lemma subtype_quotient_equiv_quotient_subtype_symm_mk (p₁ : α → Prop) [s₁ : setoid α]\n  [s₂ : setoid (subtype p₁)] (p₂ : quotient s₁ → Prop) (hp₂ : ∀ a, p₁ a ↔ p₂ ⟦a⟧)\n  (h : ∀ x y : subtype p₁, @setoid.r _ s₂ x y ↔ (x : α) ≈ y) (x) :\n  (subtype_quotient_equiv_quotient_subtype p₁ p₂ hp₂ h).symm ⟦x⟧ = ⟨⟦x⟧, (hp₂ _).1 x.prop⟩', ""lemma coe_subtype_equiv_codomain_symm (f : {x' // x' ≠ x} → Y) :\n  ((subtype_equiv_codomain f).symm : Y → {g : X → Y // g ∘ coe = f}) =\n  λ y, ⟨λ x', if h : x' ≠ x then f ⟨x', h⟩ else y,\n    by { funext x', dsimp, erw [dif_pos x'.2, subtype.coe_eta] }⟩""]"
168,167,17,167_fn_succn_fm_xnj,"['fn', 'succn', 'fm', 'xnj', 'involutive', 'gn', 'id', 'semiconj', 'rightordcontinuous', 'fnpred']","['lemma involutive_iff_iter_2_eq_id {α} {f : α → α} : involutive f ↔ (f^[2] = id)', 'theorem iterate_eq_self (hf : involutive f) (hne : f ≠ id) : f^[n] = f ↔ odd n', 'lemma iterate_right {f : α → β} {ga : α → α} {gb : β → β} (h : semiconj f ga gb) (n : ℕ) :\n  semiconj f (ga^[n]) (gb^[n])']"
169,168,17,168_range_finrange_memrange_rangeval,"['range', 'finrange', 'memrange', 'rangeval', 'pairwiselerange', 'notmemrangeself', 'rangeaddequnion', 'rangeeqrange', 'memrangesucciff', 'memrangele']","['theorem mem_range {m n : ℕ} : m ∈ range n ↔ m < n', 'theorem not_mem_range_self {n : ℕ} : n ∉ range n', ""theorem range_eq_range' (n : ℕ) : range n = range' 0 n""]"
170,169,17,169_encode_functionextend_eextenddomain_memexact,"['encode', 'functionextend', 'eextenddomain', 'memexact', 'extend', 'punsat', 'mkpair', 'unsatofunsatsubelim', 'rangeextend', 'encodeprodval']","['theorem encode_some [encodable α] (a : α) :\n  encode (some a) = succ (encode a)', 'theorem encode_sigma_val (a b) : @encode (sigma γ) _ ⟨a, b⟩ =\n  mkpair (encode a) (encode b)', 'theorem encode_prod_val (a b) : @encode (α × β) _ (a, b) =\n  mkpair (encode a) (encode b)']"
171,170,17,170_odom_option_none_xpbind,"['odom', 'option', 'none', 'xpbind', 'obind', 'xjoin', 'part', 'optionnone', 'decidable', 'lreduceoption']","['theorem coe_none : (@option.none α : part α) = none', 'lemma Union_option {ι} (s : option ι → set α) : (⋃ o, s o) = s none ∪ ⋃ i, s (some i)', 'lemma Inter_option {ι} (s : option ι → set α) : (⋂ o, s o) = s none ∩ ⋂ i, s (some i)']"
172,171,17,171_cmp_termg_orderingeq_orderinggt,"['cmp', 'termg', 'orderingeq', 'orderinggt', 'cmpusing', 'ns', 'orderinglt', 'lincomb', 'decidablerel', 'lt']","[""lemma cmp_mul_left' {α : Type*} [has_mul α] [linear_order α] [covariant_class α α (*) (<)]\n  (a b c : α) : cmp (a * b) (a * c) = cmp b c"", ""lemma cmp_eq_cmp_symm : cmp x y = cmp x' y' ↔ cmp y x = cmp y' x'"", ""lemma lt_iff_lt_of_cmp_eq_cmp (h : cmp x y = cmp x' y') : x < y ↔ x' < y'""]"
173,172,17,172_multiset_cs_ndinsert_bs,"['multiset', 'cs', 'ndinsert', 'bs', 'addcons', 'sorteq', 'sortsorted', 'ndinsertofnotmem', 'ndinsertofmem', 'ltconsself']","['theorem cons_swap (a b : α) (s : multiset α) : a ::ₘ b ::ₘ s = b ::ₘ a ::ₘ s', 'theorem le_cons_self (s : multiset α) (a : α) : s ≤ a ::ₘ s', 'lemma cons_eq_cons {a b : α} {as bs : multiset α} :\n  a ::ₘ as = b ::ₘ bs ↔ ((a = b ∧ as = bs) ∨ (a ≠ b ∧ ∃cs, as = b ::ₘ cs ∧ bs = a ::ₘ cs))']"
174,173,17,173_xget_split_st_statet,"['xget', 'split', 'st', 'statet', 'issome', 'replicate', 'statetadapt', 'getorelse', 'getorelsedefaulteqiget', 'ctx']","['lemma val_eq_of_le {as : list int} {k : nat} :\n  as.length ≤ k → val v as = val_between v as 0 k', 'lemma replicate_left_inj {a : α} {n m : ℕ} :\n  replicate n a = replicate m a ↔ n = m', ""lemma run_adapt {σ' σ''} (st : σ) (split : σ → σ' × σ'') (join : σ' → σ'' → σ)\n    (x : state_t σ' m α) :\n    (state_t.adapt split join x : state_t σ m α).run st =\n    do let (st, ctx)""]"
175,174,17,174_update_functionupdate_fupdate_decidableeq,"['update', 'functionupdate', 'fupdate', 'decidableeq', 'epicongrleft', 'psymm', 'esymm', 'sort', 'elimupdateleft', 'writetolist']","['lemma le_update_iff : x ≤ function.update y i a ↔ x i ≤ a ∧ ∀ j ≠ i, x j ≤ y j', ""lemma update_noteq {a a' : α} (h : a ≠ a') (v : β a') (f : Πa, β a) :\n  update f a' v a = f a"", 'theorem update_idem {α} [decidable_eq α] {β : α → Sort*}\n  {a : α} (v w : β a) (f : Πa, β a) : update (update f a v) a w = update f a w']"
176,175,17,175_xy_xsuccabove_xy2_fin,"['xy', 'xsuccabove', 'xy2', 'fin', 'y2', 'isuccsuccabove', 'asuccabove', 'succabove', 'isuccabove', 'icastsucc']","['lemma succ_above_right_inj {x : fin (n + 1)} :\n  x.succ_above a = x.succ_above b ↔ a = b', 'lemma succ_above_left_inj {x y : fin (n + 1)} :\n  x.succ_above = y.succ_above ↔ x = y', 'lemma insert_nth_comp_succ_above (i : fin (n + 1)) (x : β) (p : fin n → β) :\n  insert_nth i x p ∘ i.succ_above = p']"
177,176,17,176_untrop_tropical_trop_addeqiff,"['untrop', 'tropical', 'trop', 'addeqiff', 'troporderiso', 'untropsup', 'untroppow', 'untropone', 'untropmul', 'untropinv']","['lemma untrop_inv [has_neg R] (x : tropical R) : untrop x⁻¹ = - untrop x', 'lemma trop_untrop (x : tropical R) : trop (untrop x) = x', 'lemma trop_mul_def [has_add R] (x y : tropical R) :\n  x * y = trop (untrop x + untrop y)']"
178,177,17,177_closure_intentclosure_extentclosure_closureclosurecoepreimage,"['closure', 'intentclosure', 'extentclosure', 'closureclosurecoepreimage', 'intentclosureunion', 'hxy', 'hy', 'mclosurepreimagele', 'cleclosure', 'extentclosureintentclosureextentclosure']","[""lemma map_mclosure (f : M →ₙ* N) (s : set M) :\n  (closure s).map f = closure (f '' s)"", 'lemma closure_eq_of_le (h₁ : s ⊆ S) (h₂ : S ≤ closure s) : closure s = S', 'lemma closure_eq : closure (S : set M) = S']"
179,178,16,178_fmappath_sattach_composepath_path,"['fmappath', 'sattach', 'composepath', 'path', 'etopath', 'memattach', 'pathcons', 'paths', 'congrfun', 'pcomp']","['lemma map_path_comp {a b : V} (p : path a b) :\n  ∀ {c : V} (q : path b c), F.map_path (p.comp q) = (F.map_path p).comp (F.map_path q)', 'lemma nil_comp {a : V} : ∀ {b} (p : path a b), path.nil.comp p = p', 'lemma map_path_cons {a b c : V} (p : path a b) (e : b ⟶ c) :\n  F.map_path (path.cons p e) = path.cons (F.map_path p) (F.map e)']"
180,179,16,179_symmimageimage_mapsto_compl_imagesymmimageofsubsettarget,"['symmimageimage', 'mapsto', 'compl', 'imagesymmimageofsubsettarget', 'imagesymmapply', 'complcomplimage', 'ballimageofball', 'imagecongr', 'imageconstsubuicc', 'imagediv']","[""lemma maps_to.extend_domain (h : maps_to g s t) :\n  maps_to (g.extend_domain f) (coe ∘ f '' s) (coe ∘ f '' t)"", ""lemma subset_coe_map (f : α →o β) : ∀ s : interval α, f '' s ⊆ s.map f"", ""theorem compl_compl_image [boolean_algebra α] (S : set α) :\n  compl '' (compl '' S) = S""]"
181,180,16,180_cons_hw_memcons_powerset,"['cons', 'hw', 'memcons', 'powerset', 'scons', 'typevec', 'ecast', 'hu', 'memconsiff', 'htolist']","['lemma to_list_cons {a : α} {s : finset α} (h : a ∉ s) : (cons a s h).to_list ~ a :: s.to_list', 'lemma mem_cons {h} : b ∈ s.cons a h ↔ b = a ∨ b ∈ s', 'theorem mem_cons {a y l} : a ∈ @cons α y l ↔ a ~ y ∨ a ∈ l']"
182,181,16,181_leftdistrib_leintro_rightdistrib_coenatadd,"['leftdistrib', 'leintro', 'rightdistrib', 'coenatadd', 'ltaddofposleft', 'addposleft', 'addleaddiffright', 'addleaddleft', 'addposiffposorpos', 'ledest']","['theorem cast_add [add_monoid_with_one R] (m n : ℕ) : ((m + n : ℕ) : R) = m + n', 'lemma coe_nat_add (n : ℕ) {m : ℕ} (i : fin m) : (nat_add n i : ℕ) = n + i', 'theorem map_add (n m k : ℕ) : (Ico n m).map ((+) k) = Ico (n + k) (m + k)']"
183,182,16,182_abv_lim_limzero_causeq,"['abv', 'lim', 'limzero', 'causeq', 'iscauseq', 'abs', 'causeqconst', 'iscauseqifflift', 'limle', 'limeqlimofequiv']","['lemma lim_add (f g : cau_seq β abv) : lim f + lim g = lim (f + g)', 'lemma lim_mul (f : cau_seq β abv) (x : β) : lim f * x = lim (f * const abv x)', 'lemma lim_eq_lim_of_equiv {f g : cau_seq β abv} (h : f ≈ g) : lim f = lim g']"
184,183,16,183_think_computation_sthink_thinkequiv,"['think', 'computation', 'sthink', 'thinkequiv', 'wseq', 'thinkn', 'return', 'terminates', 'n1', 'orelsethink']","['theorem think_equiv (s : computation α) : think s ~ s', 'theorem think_mem {s : computation α} {a} : a ∈ s → a ∈ think s', 'theorem orelse_think (c₁ c₂ : computation α) :\n  (think c₁ <|> think c₂) = think (c₁ <|> c₂)']"
185,184,16,184_rangeeqemptyiff_coeeqempty_lowerclosureempty_unionofempty,"['rangeeqemptyiff', 'coeeqempty', 'lowerclosureempty', 'unionofempty', 'upperclosureempty', 'symmdiffeqempty', 'setite', 'ordconnectedempty', 'ordconnectedcomponenteqempty', 'nmemsingletonempty']","['lemma lower_closure_empty : lower_closure (∅ : set α) = ⊥', 'lemma upper_closure_empty : upper_closure (∅ : set α) = ⊤', 'lemma maximals_empty : maximals r ∅ = ∅']"
186,185,16,185_ltdiviffmullt_mulltmul_divltdiv_ltdiviff,"['ltdiviffmullt', 'mulltmul', 'divltdiv', 'ltdiviff', 'h4', 'h3', 'hcd', 'hbd', 'hac', 'mulselfltmulselfiff']","['lemma div_lt_div (hac : a < c) (hbd : d ≤ b) (c0 : 0 ≤ c) (d0 : 0 < d) :\n  a / b < c / d', ""lemma decidable.mul_lt_mul'' [@decidable_rel α (≤)]\n  (h1 : a < c) (h2 : b < d) (h3 : 0 ≤ a) (h4 : 0 ≤ b) : a * b < c * d"", ""lemma mul_lt_mul' {a b c d : ℤ} (h1 : a ≤ c) (h2 : b < d) (h3 : 0 ≤ b) (h4 : 0 < c) :\n       a * b < c * d""]"
187,186,16,186_ss_seq1_seq_bind,"['ss', 'seq1', 'seq', 'bind', 'destruct', 'wseq', 'seqjoin', 'join', 'sseq', 'retbind']","['theorem bind_assoc (s : seq1 α) (f : α → seq1 β) (g : β → seq1 γ) :\n  bind (bind s f) g = bind s (λ (x : α), bind (f x) g)', 'theorem join_join (SS : wseq (wseq (wseq α))) :\n  join (join SS) ~ join (map join SS)', 'theorem join_join (SS : seq (seq1 (seq1 α))) :\n  seq.join (seq.join SS) = seq.join (seq.map join SS)']"
188,187,16,187_seticc_ltoffloorlt_flooraddone_floorltceilofltofpos,"['seticc', 'ltoffloorlt', 'flooraddone', 'floorltceilofltofpos', 'oneleflooriff', 'addoneleceiliff', 'ceiladdle', 'ceiladdone', 'natceilpos', 'ceileqzero']","['lemma ceil_add_one (ha : 0 ≤ a) : ⌈a + 1⌉₊ = ⌈a⌉₊ + 1', 'lemma floor_add_nat (ha : 0 ≤ a) (n : ℕ) : ⌊a + n⌋₊ = ⌊a⌋₊ + n', 'lemma floor_eq_iff (ha : 0 ≤ a) : ⌊a⌋₊ = n ↔ ↑n ≤ a ∧ a < ↑n + 1']"
189,188,16,188_star_hasstar_unitary_costar,"['star', 'hasstar', 'unitary', 'costar', 'pathstar', 'quiverstarequivcostar', 'staraddmonoid', 'deriv', 'obj', 'sndstar']","['lemma snd_star [has_star R] [has_star S] (x : R × S) : (star x).2 = star x.2', 'lemma fst_star [has_star R] [has_star S] (x : R × S) : (star x).1 = star x.1', 'lemma star_def [Π i, has_star (f i)] (x : Π i, f i) : star x = λ i, star (x i)']"
190,189,16,189_ofrat_offn_offin_cauchy,"['ofrat', 'offn', 'offin', 'cauchy', 'ofnat', '2n', 'abv', 'ofratneg', 'offintofin', 'equivpermoffncompperm']","['theorem of_rat_div (x y : β) : of_rat (x / y) = (of_rat x / of_rat y : Cauchy abv)', 'theorem of_rat_neg (x : β) : of_rat (-x) = (-of_rat x : Cauchy abv)', 'theorem of_rat_add (x y : β) : of_rat (x + y) = (of_rat x + of_rat y : Cauchy abv)']"
191,190,15,190_commute_functioncommute_smulcommclass_isscalartower,"['commute', 'functioncommute', 'smulcommclass', 'isscalartower', 'esnd', 'inverse', 'totalspace', 'hasmul', 'castnatmulright', 'rootfunctioncommutefinsetmap']","['lemma commute.smul_right_iff [has_mul β] [smul_comm_class α β β] [is_scalar_tower α β β]\n  {a b : β} (r : α) :\n  commute a (r • b) ↔ commute a b', 'lemma commute.smul_left [has_mul α] [smul_comm_class M α α] [is_scalar_tower M α α]\n  {a b : α} (h : commute a b) (r : M) :\n  commute (r • a) b', 'lemma commute.function_commute_mul_left (h : commute a b) :\n  function.commute ((*)a) ((*)b)']"
192,191,15,191_kerase_sigma_lkeys_kunion,"['kerase', 'sigma', 'lkeys', 'kunion', 'lkerase', 'lookup', 'alist', 'sentries', 'keysinsert', 'kextract']","['theorem kerase_comm (a₁ a₂) (l : list (sigma β)) :\n  kerase a₂ (kerase a₁ l) = kerase a₁ (kerase a₂ l)', ""theorem kerase_kerase {a a'} {l : list (sigma β)} :\n  (kerase a' l).kerase a = (kerase a l).kerase a'"", 'theorem kerase_cons_ne {a} {s : sigma β} {l : list (sigma β)} (h : a ≠ s.1) :\n  kerase a (s :: l) = s :: kerase a l']"
193,192,15,192_fn_fm_an_commute,"['fn', 'fm', 'an', 'commute', 'am', 'iterateiterate', 'iterateleft', 'mulleftiterate', 'lesucciterate', 'iterateself']","['lemma iterate_iterate (h : commute f g) (m n : ℕ) : commute (f^[m]) (g^[n])', 'lemma iterate_left (h : commute f g) (n : ℕ) : commute (f^[n]) g', 'lemma iterate_self (n : ℕ) : commute (f^[n]) f']"
